code,fullname,firsname,lastname,MaritalStatus,Gender,YearlyIncome,Education,Occupation
12606,,Arthur,Van,M,M,40000,Graduate Degree,Clerical
12607,,Tamara,Zhu,M,F,40000,Graduate Degree,Clerical
12608,,Brett,Sanchez,M,M,30000,Bachelors,Clerical
12609,,Linda,Carlson,M,F,30000,Bachelors,Clerical
12610,,Wendy,Gutierrez,M,F,30000,Bachelors,Clerical
12611,,Manuel,Sara,S,M,20000,Partial College,Manual
12612,,Shannon,Torres,S,M,10000,High School,Manual
12613,,Joel,Prasad,M,M,30000,Bachelors,Clerical
12614,,Lance,Gill,S,M,30000,Bachelors,Clerical
12615,,Nathan,Hill,S,M,10000,High School,Manual
12616,,Kelsey,Tang,S,F,20000,Partial College,Manual
12617,,Jake,Ma,M,M,20000,Partial College,Manual
12618,,Dawn,Lal,M,F,30000,Bachelors,Clerical
12619,,Priscilla,Rai,M,F,40000,Graduate Degree,Clerical
12620,,Maurice,Lal,M,M,40000,Graduate Degree,Clerical
12621,,Barry,Martinez,M,M,40000,Graduate Degree,Clerical
12622,,Micheal,Rubio,M,M,40000,Graduate Degree,Skilled Manual
12623,,Jesse,Sanchez,M,M,10000,Partial College,Manual
12624,,Jamie,Xu,M,F,20000,Partial College,Manual
12625,,Carly,Andersen,M,F,20000,Partial College,Manual
12626,,Cassie,Lal,M,F,20000,Partial College,Manual
12627,,Leah,Zheng,S,F,20000,Partial College,Manual
12628,,Arturo,Ma,M,M,20000,Partial College,Manual
12629,,Russell,Nara,S,M,20000,Partial College,Manual
12630,,Kevin,Simmons,M,M,80000,Partial College,Professional
12631,,Clarence,Gao,S,M,70000,High School,Professional
12632,,Bonnie,Nath,M,F,80000,Bachelors,Management
12633,,Shannon,Suarez,M,M,110000,Bachelors,Management
12634,,Derrick,Ruiz,M,M,120000,Bachelors,Management
12635,,Brad,Beck,S,M,80000,Partial College,Professional
12636,,Tamer,Salah,M,F,100000,Bachelors,Management
12637,,Leonard,Nath,M,M,130000,Partial College,Professional
12638,,Sebastian,Brooks,M,M,80000,Partial College,Professional
12639,,Ruben,Lopez,S,M,80000,Partial College,Professional
12640,,Angel,Richardson,M,M,90000,Partial College,Professional
12641,,Willie,Raje,M,M,100000,High School,Professional
12642,,Jimmy,Carlson,M,M,100000,High School,Professional
12643,,Kristina,Perez,M,F,120000,Bachelors,Management
12644,,Rachel,Reed,M,F,130000,Partial College,Professional
12645,,Audrey,Ruiz,M,F,170000,Bachelors,Management
12646,,Kenneth,Xu,S,M,90000,High School,Professional
12647,,Colleen,Anand,M,F,170000,Partial College,Professional
12648,,Lori,Dominguez,M,F,170000,Partial College,Professional
12649,,Omar,Goel,M,M,80000,High School,Professional
12650,,Aaron,Wright,M,M,90000,High School,Management
12651,,Martin,Malhotra,S,M,90000,High School,Management
12652,,Carolyn,Martin,M,F,130000,High School,Management
12653,,Nichole,Andersen,M,F,150000,Bachelors,Management
12654,,Briana,Gill,M,F,160000,Partial College,Management
12655,,Larry,Vazquez,M,M,80000,High School,Management
12656,,Blake,Roberts,M,M,90000,High School,Management
12657,,Audrey,Blanco,M,F,110000,High School,Management
12658,,Joy,Gomez,M,F,170000,High School,Management
12659,,Damien,Chande,M,M,80000,High School,Management
12660,,Toni,Sanchez,M,F,80000,Partial High School,Skilled Manual
12661,,Deborah,Pal,M,F,80000,Partial High School,Skilled Manual
12662,,Jessie,Huang,M,M,90000,Partial High School,Skilled Manual
12663,,Morgan,Adams,M,F,90000,Partial High School,Skilled Manual
12664,,Krista,Gill,M,F,130000,Partial College,Professional
12665,,Joy,Suarez,M,F,60000,Bachelors,Professional
12666,,Jessie,Zhu,S,M,60000,Bachelors,Professional
12667,,Maria,Wood,M,F,70000,Bachelors,Professional
12668,,Melissa,Patterson,S,F,70000,Bachelors,Professional
12669,,Irving,Schmidt,S,M,70000,Bachelors,Professional
12670,,Sarah,Martinez,S,F,70000,Bachelors,Professional
12671,,Alan,Huang,S,M,70000,Bachelors,Professional
12672,,Carson,Butler,S,M,80000,Bachelors,Professional
12673,,Colin,Stone,M,M,80000,Bachelors,Professional
12674,,Jimmy,Travers,M,M,90000,Bachelors,Professional
12675,,Holly,Fernandez,S,F,80000,Bachelors,Professional
12676,,Michele,Madan,S,F,90000,Bachelors,Professional
12677,,Cedric,Liu,M,M,100000,High School,Management
12678,,Dana,Serrano,S,F,130000,High School,Management
12679,,Stacy,Gill,M,F,100000,High School,Management
12680,,George,Sanchez,S,M,80000,Bachelors,Professional
12681,,Christy,Chow,S,F,80000,Bachelors,Professional
12682,,Kari,Subram,M,F,100000,High School,Management
12683,,Laura,Zhou,S,F,120000,Partial High School,Professional
12684,,Shaun,Shen,M,M,120000,Partial High School,Professional
12685,,Jaclyn,Xu,M,F,90000,Bachelors,Professional
12686,,Trisha,Zhou,S,F,90000,Bachelors,Professional
12687,,Marshall,Li,S,M,90000,Bachelors,Professional
12688,,Stacy,Navarro,S,F,90000,Bachelors,Professional
12689,,Tamara,Pal,S,F,90000,Bachelors,Professional
12690,,Roger,Zhang,M,M,100000,High School,Management
12691,,Rafael,Andersen,M,M,100000,High School,Management
12692,,Glenn,Lu,S,M,80000,Bachelors,Professional
12693,,Ruth,Gonzalez,M,F,80000,Bachelors,Professional
12694,,Jay,Arthur,S,M,120000,Partial High School,Professional
12695,,Kari,Ruiz,M,F,90000,Bachelors,Professional
12696,,Stacey,Hu,M,F,100000,High School,Management
12697,,Brenda,Stone,S,F,90000,Bachelors,Professional
12698,,Mohamed,Pal,M,M,110000,High School,Management
12699,,Amy,Chow,M,F,120000,Partial High School,Professional
12700,,Mindy,Kumar,M,F,110000,Partial High School,Professional
12701,,Gary,Gutierrez,M,M,110000,Partial High School,Professional
12702,,Yolanda,Shan,M,F,110000,Partial High School,Professional
12703,,Renee,Suarez,M,F,110000,Partial High School,Professional
12704,,Barbara,Nara,M,F,120000,Partial High School,Management
12705,,Andre,Garcia,M,M,150000,Bachelors,Management
12706,,Louis,Liang,M,M,160000,Bachelors,Management
12707,,Ian,Lewis,M,M,70000,Graduate Degree,Management
12708,,Bonnie,Pal,M,F,90000,Bachelors,Management
12709,,Ian,Rodriguez,M,M,130000,Bachelors,Management
12710,,Dalton,Evans,S,M,170000,Graduate Degree,Management
12711,,Heather,Zheng,S,F,20000,Partial High School,Manual
12712,,Arthur,Romero,S,M,20000,Partial High School,Manual
12713,,Deborah,Xie,S,F,20000,Partial High School,Manual
12714,,Colleen,Lu,S,F,30000,Partial College,Clerical
12715,,Eddie,Gill,M,M,60000,Bachelors,Professional
12716,,Dale,Shen,S,M,30000,Partial College,Clerical
12717,,Hannah,Wood,M,F,30000,Partial College,Clerical
12718,,Tammy,Sai,S,F,30000,Partial College,Clerical
12719,,Cheryl,Ruiz,S,F,30000,Partial College,Clerical
12720,,Nicolas,Chande,S,M,30000,Partial College,Clerical
12721,,Rebekah,Martinez,S,F,30000,Partial College,Clerical
12722,,Latasha,Gomez,S,F,20000,Partial High School,Manual
12723,,Kurt,Jai,M,M,20000,Partial High School,Manual
12724,,Eddie,Martin,S,M,20000,Partial High School,Manual
12725,,Gabrielle,James,M,F,10000,Partial High School,Manual
12726,,Kurt,Goel,S,M,20000,Partial High School,Manual
12727,,Amanda,Ross,S,F,20000,Partial High School,Manual
12728,,Jeremiah,Stewart,S,M,30000,Partial College,Clerical
12729,,Jose,Perry,S,M,30000,Partial College,Clerical
12730,,Karla,Becker,S,F,30000,High School,Manual
12731,,Steven,Murphy,S,M,30000,High School,Manual
12732,,Todd,Guo,S,M,10000,Partial High School,Manual
12733,,Lacey,Cai,S,F,10000,Partial High School,Manual
12734,,Margaret,Zhou,S,F,10000,Partial High School,Manual
12735,,Donald,Mehta,S,M,20000,Partial High School,Manual
12736,,Diana,Ruiz,S,F,20000,Partial High School,Manual
12737,,Brett,Chandra,S,M,30000,High School,Manual
12738,,Melinda,Rubio,M,F,40000,Bachelors,Skilled Manual
12739,,Evan,Young,M,M,40000,Bachelors,Skilled Manual
12740,,Kathryn,Goel,S,F,30000,High School,Manual
12741,,Raymond,Sam,S,M,30000,High School,Manual
12742,,Samantha,Martinez,S,F,40000,Partial College,Clerical
12743,,Carl,Kumar,M,M,40000,Partial College,Clerical
12744,,Anna,Moore,S,F,40000,Partial College,Clerical
12745,,Rafael,Wu,S,M,40000,Partial College,Clerical
12746,,Juan,Torres,S,M,10000,Partial High School,Manual
12747,,Colleen,Hu,S,F,20000,Partial High School,Manual
12748,,Grace,Bell,S,F,30000,High School,Manual
12749,,Miguel,Lee,S,M,30000,High School,Manual
12750,,Teresa,Vazquez,S,F,40000,Partial College,Clerical
12751,,Priscilla,Xu,S,F,40000,Partial College,Clerical
12752,,Jonathon,Alvarez,S,M,40000,Partial College,Clerical
12753,,Ramon,Zhao,S,M,40000,Partial College,Clerical
12754,,Lindsey,Deng,M,F,40000,Partial College,Clerical
12755,,Chloe,Hughes,S,F,40000,Partial College,Clerical
12756,,Antonio,Butler,S,M,40000,Partial College,Clerical
12757,,Sara,Ramirez,S,F,40000,Partial College,Clerical
12758,,Stephanie,Ramirez,M,F,30000,Bachelors,Skilled Manual
12759,,Jada,Sanders,M,F,40000,Graduate Degree,Skilled Manual
12760,,Krista,Gomez,S,F,60000,Graduate Degree,Skilled Manual
12761,,Alexandra,Richardson,S,F,60000,Graduate Degree,Skilled Manual
12762,,Jonathan,Smith,M,M,30000,Bachelors,Skilled Manual
12763,,Chloe,Russell,M,F,30000,Bachelors,Skilled Manual
12764,,Alexandra,Harris,M,F,30000,Partial College,Clerical
12765,,Robyn,Gill,M,F,20000,Partial High School,Manual
12766,,Jordyn,Bryant,M,F,20000,Partial High School,Clerical
12767,,Christopher,Robinson,M,M,30000,High School,Clerical
12768,,Johnathan,Chapman,M,M,30000,High School,Clerical
12769,,Thomas,Zhang,M,M,40000,Partial College,Clerical
12770,,Charles,Evans,M,M,40000,Partial College,Clerical
12771,,Morgan,Thomas,M,F,40000,Partial College,Clerical
12772,,Abigail,Clark,M,F,40000,Partial College,Clerical
12773,,Samantha,Taylor,M,F,40000,Partial College,Clerical
12774,,Kristen,Gao,M,F,40000,Partial College,Clerical
12775,,Connor,Griffin,M,M,40000,Partial College,Clerical
12776,,Blake,Campbell,M,M,80000,Graduate Degree,Skilled Manual
12777,,Joseph,Anderson,M,M,40000,Partial College,Clerical
12778,,Connie,Morgan,M,F,40000,Partial College,Clerical
12779,,Mason,Rogers,M,M,40000,Partial College,Clerical
12780,,Jeremy,Richardson,M,M,40000,Partial College,Clerical
12781,,Emma,James,M,F,40000,Partial College,Clerical
12782,,Elizabeth,Long,M,F,40000,Partial College,Clerical
12783,,Jerome,Gutierrez,M,M,40000,Partial College,Clerical
12784,,Jonathan,Campbell,M,M,40000,Partial College,Clerical
12785,,Javier,Ortega,M,M,40000,Partial College,Clerical
12786,,James,Yang,M,M,40000,Partial College,Clerical
12787,,Katelyn,Cook,S,F,70000,Graduate Degree,Skilled Manual
12788,,Amanda,Nelson,M,F,40000,Partial College,Clerical
12789,,Jamie,Zeng,M,F,40000,Partial College,Clerical
12790,,Brandon,Kumar,S,M,60000,Graduate Degree,Skilled Manual
12791,,Angelica,Foster,S,F,60000,Graduate Degree,Skilled Manual
12792,,Blake,White,M,M,60000,Graduate Degree,Skilled Manual
12793,,Jessie,Guo,M,M,60000,Graduate Degree,Skilled Manual
12794,,Megan,Jackson,S,F,60000,Graduate Degree,Skilled Manual
12795,,Antonio,Foster,M,M,60000,Graduate Degree,Skilled Manual
12796,,Jason,Zhang,M,M,60000,Graduate Degree,Skilled Manual
12797,,Patrick,Howard,S,M,60000,Graduate Degree,Skilled Manual
12798,,Andy,Gutierrez,M,M,20000,Partial College,Manual
12799,,George,Chandra,M,M,30000,Bachelors,Clerical
12800,,Lacey,Chen,M,F,30000,Bachelors,Clerical
12801,,Melody,Browning,S,F,30000,Bachelors,Clerical
12802,,Alan,Sun,S,M,30000,Bachelors,Clerical
12803,,Heather,Li,M,F,30000,Bachelors,Clerical
12804,,Jaclyn,Chander,S,F,30000,Bachelors,Clerical
12805,,Marvin,Moreno,M,M,40000,Graduate Degree,Clerical
12806,,Ronnie,Zeng,M,M,40000,Graduate Degree,Clerical
12807,,Nina,Kumar,S,F,40000,Graduate Degree,Clerical
12808,,Marc,Schmidt,M,M,40000,Bachelors,Clerical
12809,,Michele,Navarro,M,F,20000,Partial College,Manual
12810,,Chase,Stewart,M,M,30000,Bachelors,Clerical
12811,,Marc,Serrano,S,M,20000,Partial College,Manual
12812,,Brandi,Sanz,M,F,20000,High School,Manual
12813,,Reginald,Ramos,M,M,30000,Bachelors,Clerical
12814,,Casey,Sharma,S,F,30000,Bachelors,Clerical
12815,,Dominique,Mehta,M,F,30000,Bachelors,Clerical
12816,,Tammy,Mehta,S,F,10000,Partial High School,Manual
12817,,Theodore,Suarez,S,M,10000,Partial High School,Manual
12818,,Curtis,She,M,M,20000,High School,Manual
12819,,Nicolas,Chander,S,M,20000,High School,Manual
12820,,Derek,Tang,S,M,20000,High School,Manual
12821,,Cesar,McDonald,M,M,40000,Bachelors,Clerical
12822,,Alexandra,James,M,F,40000,Bachelors,Clerical
12823,,Bethany,She,M,F,10000,High School,Manual
12824,,Kristopher,Subram,S,M,30000,Bachelors,Clerical
12825,,Kelvin,Hu,M,M,30000,Bachelors,Skilled Manual
12826,,Caleb,Gonzalez,S,M,10000,Partial High School,Manual
12827,,Nicolas,Raje,S,M,20000,High School,Manual
12828,,Carol,Rubio,S,F,10000,Partial High School,Manual
12829,,Micah,Li,S,M,20000,High School,Manual
12830,,Russell,Raje,S,M,20000,High School,Manual
12831,,Kathryn,Lal,S,F,20000,High School,Manual
12832,,Douglas,Prasad,S,M,20000,High School,Manual
12833,,Sheena,Goel,S,F,20000,High School,Manual
12834,,Kelsey,Xie,M,F,30000,Bachelors,Skilled Manual
12835,,Karl,Yuan,S,M,10000,Partial High School,Manual
12836,,Rodney,Munoz,S,M,20000,High School,Manual
12837,,Nicole,Anderson,M,F,20000,Partial College,Manual
12838,,Ralph,Beck,M,M,40000,Bachelors,Professional
12839,,Dominique,Fernandez,S,F,60000,Graduate Degree,Skilled Manual
12840,,Naomi,Sanz,M,F,40000,Graduate Degree,Skilled Manual
12841,,Yolanda,Xie,S,F,30000,Partial College,Clerical
12842,,Kelvin,Becker,S,M,30000,Partial College,Clerical
12843,,Summer,Smith,S,F,30000,Partial College,Clerical
12844,,Gerald,Gonzalez,M,M,40000,Bachelors,Skilled Manual
12845,,Angela,Torres,M,F,40000,Bachelors,Skilled Manual
12846,,Bridget,Nara,S,F,30000,Partial College,Clerical
12847,,Colin,Chander,M,M,40000,Bachelors,Skilled Manual
12848,,Brittney,Lu,M,F,40000,Bachelors,Skilled Manual
12849,,Adam,Baker,S,M,30000,Partial College,Clerical
12850,,Johnny,Raji,S,M,20000,High School,Manual
12851,,Brandy,Sai,S,F,20000,High School,Manual
12852,,Teresa,Carlson,S,F,30000,Partial College,Clerical
12853,,Evelyn,Malhotra,M,F,40000,Bachelors,Skilled Manual
12854,,Reginald,Romero,M,M,40000,Bachelors,Skilled Manual
12855,,Philip,Diaz,M,M,40000,Bachelors,Skilled Manual
12856,,Rosa,Lin,M,F,40000,Bachelors,Skilled Manual
12857,,Raul,Kumar,M,M,40000,Bachelors,Skilled Manual
12858,,Adriana,Mehta,S,F,30000,Partial College,Clerical
12859,,Evelyn,Gonzalez,S,F,30000,Partial College,Clerical
12860,,Jillian,Prasad,M,F,40000,Bachelors,Skilled Manual
12861,,Robyn,Jimenez,M,F,40000,Bachelors,Skilled Manual
12862,,Melinda,Ortega,S,F,30000,Partial College,Clerical
12863,,Caleb,Zhang,S,M,30000,Partial College,Clerical
12864,,Michelle,Townsend,S,F,30000,Partial College,Clerical
12865,,Brandy,Martinez,M,F,20000,High School,Manual
12866,,Janelle,Fernandez,S,F,10000,Partial High School,Manual
12867,,Laura,Ye,S,F,10000,Partial High School,Manual
12868,,Julie,Anand,S,F,20000,High School,Manual
12869,,Alisha,Tang,M,F,20000,High School,Manual
12870,,Tyrone,Munoz,S,M,20000,Partial High School,Manual
12871,,Leah,Li,S,F,30000,Partial College,Clerical
12872,,Olivia,Hughes,S,F,30000,Partial College,Clerical
12873,,Mandar,Samant,S,F,20000,Partial High School,Manual
12874,,Kirk,Nason,S,F,20000,Partial High School,Manual
12875,,Brianna,Ross,S,F,60000,Graduate Degree,Skilled Manual
12876,,Blake,Robinson,M,M,60000,Graduate Degree,Skilled Manual
12877,,Alexander,Williams,M,M,60000,Graduate Degree,Skilled Manual
12878,,Gilbert,Sun,M,M,40000,High School,Skilled Manual
12879,,Elijah,Nelson,M,M,40000,Graduate Degree,Skilled Manual
12880,,Luis,Hayes,S,M,50000,Graduate Degree,Skilled Manual
12881,,Isabella,Edwards,S,F,50000,Graduate Degree,Skilled Manual
12882,,Eduardo,Allen,M,M,50000,Graduate Degree,Skilled Manual
12883,,Stephanie,Bailey,S,F,60000,Graduate Degree,Skilled Manual
12884,,Megan,Williams,S,F,60000,Graduate Degree,Skilled Manual
12885,,Jonathan,Anderson,M,M,60000,Graduate Degree,Skilled Manual
12886,,Jocelyn,Long,S,F,60000,Graduate Degree,Skilled Manual
12887,,Brendan,Pal,M,M,60000,Graduate Degree,Skilled Manual
12888,,Melissa,Barnes,M,F,60000,Graduate Degree,Skilled Manual
12889,,James,Adams,M,M,60000,Graduate Degree,Skilled Manual
12890,,Steven,Thorpe,M,M,60000,Graduate Degree,Skilled Manual
12891,,Kaylee,King,M,F,60000,Graduate Degree,Skilled Manual
12892,,Brian,Peterson,M,M,40000,Graduate Degree,Skilled Manual
12893,,Brittany,Foster,M,F,70000,Graduate Degree,Professional
12894,,Natalie,Walker,M,F,70000,Graduate Degree,Professional
12895,,Destiny,Anderson,M,F,50000,Bachelors,Skilled Manual
12896,,Victoria,Wood,M,F,50000,Bachelors,Skilled Manual
12897,,Alyssa,Wilson,M,F,50000,Bachelors,Skilled Manual
12898,,Madeline,Campbell,M,F,50000,Bachelors,Skilled Manual
12899,,Ana,Ross,M,F,50000,Bachelors,Skilled Manual
12900,,Carlos,Ward,M,M,60000,Graduate Degree,Professional
12901,,Robert,Adams,M,M,50000,Bachelors,Skilled Manual
12902,,Julia,Stewart,S,F,50000,Bachelors,Skilled Manual
12903,,John,Sandstone,S,F,50000,Bachelors,Skilled Manual
12904,,Thomas,Jai,M,M,50000,Bachelors,Skilled Manual
12905,,Alexandra,Sanchez,M,F,60000,Graduate Degree,Professional
12906,,Philip,Ramos,M,M,60000,Graduate Degree,Professional
12907,,Julia,Bryant,M,F,60000,Graduate Degree,Professional
12908,,Tyler,Clark,M,M,60000,Graduate Degree,Professional
12909,,Kelsey,Shan,M,F,60000,Graduate Degree,Professional
12910,,Robert,Brown,M,M,60000,Graduate Degree,Professional
12911,,Sebastian,Rogers,S,M,60000,Graduate Degree,Professional
12912,,Brianna,Morris,S,F,40000,High School,Skilled Manual
12913,,Benjamin,Moore,M,M,60000,Bachelors,Skilled Manual
12914,,Jill,Miller,S,F,40000,Bachelors,Professional
12915,,Kaitlyn,Alexander,S,F,40000,Bachelors,Professional
12916,,Natalie,Ross,M,F,60000,Graduate Degree,Professional
12917,,Vanessa,Russell,M,F,70000,Graduate Degree,Professional
12918,,Brooke,Murphy,M,F,80000,Graduate Degree,Professional
12919,,Carlos,Hill,S,M,70000,Bachelors,Skilled Manual
12920,,Kelly,Henderson,S,F,70000,Bachelors,Skilled Manual
12921,,Wyatt,Lee,S,M,60000,Bachelors,Skilled Manual
12922,,Jennifer,Sanders,S,F,60000,Bachelors,Skilled Manual
12923,,Fernando,Wright,S,M,60000,Bachelors,Skilled Manual
12924,,Devon,Chande,M,M,60000,Bachelors,Skilled Manual
12925,,Mackenzie,Blue,M,F,60000,Graduate Degree,Professional
12926,,Sara,Murphy,M,F,70000,Graduate Degree,Professional
12927,,Savannah,Sanchez,M,F,70000,Graduate Degree,Professional
12928,,Carol,Wright,M,F,60000,Graduate Degree,Professional
12929,,Vanessa,Bryant,M,F,70000,Graduate Degree,Professional
12930,,Grace,Harris,M,F,70000,Graduate Degree,Professional
12931,,Ann,Fernandez,S,F,70000,Graduate Degree,Professional
12932,,Tyler,Johnson,M,M,70000,Graduate Degree,Professional
12933,,Jonathan,Hall,M,M,70000,Graduate Degree,Professional
12934,,Jason,Foster,S,M,80000,Graduate Degree,Professional
12935,,Robert,Hill,M,M,80000,Graduate Degree,Professional
12936,,Renee,Moreno,S,F,40000,Bachelors,Professional
12937,,Megan,Wilson,S,F,40000,Bachelors,Professional
12938,,Edward,Parker,S,M,40000,Bachelors,Professional
12939,,Eduardo,Parker,S,M,80000,Bachelors,Skilled Manual
12940,,Steven,Rogers,M,M,80000,Bachelors,Skilled Manual
12941,,Maria,Morgan,S,F,80000,Bachelors,Skilled Manual
12942,,Morgan,Harris,S,F,80000,Bachelors,Skilled Manual
12943,,Caleb,Perez,S,M,80000,Bachelors,Skilled Manual
12944,,Jose,Jai,M,M,80000,Bachelors,Skilled Manual
12945,,Jessica,Bailey,M,F,60000,Graduate Degree,Professional
12946,,Seth,Allen,M,M,60000,Graduate Degree,Professional
12947,,Isaiah,Sanchez,S,M,40000,Bachelors,Professional
12948,,Adam,Kumar,M,M,50000,Bachelors,Skilled Manual
12949,,Morgan,Rivera,S,F,50000,Bachelors,Skilled Manual
12950,,Mary,Adams,S,F,50000,Bachelors,Skilled Manual
12951,,Blake,Simmons,S,M,40000,Bachelors,Professional
12952,,Jennifer,Hughes,S,F,60000,Bachelors,Professional
12953,,Catherine,Cooper,S,F,60000,Graduate Degree,Professional
12954,,Pedro,Diaz,M,M,70000,Bachelors,Professional
12955,,Theresa,Hernandez,S,F,70000,Bachelors,Professional
12956,,Marshall,Sun,S,M,70000,Bachelors,Professional
12957,,Isabella,Lopez,S,F,70000,Bachelors,Professional
12958,,Jennifer,Campbell,S,F,70000,Bachelors,Professional
12959,,Sydney,Carter,S,F,70000,Bachelors,Professional
12960,,Ashley,Lewis,S,F,70000,Bachelors,Professional
12961,,Kimberly,Murphy,M,F,70000,Partial College,Skilled Manual
12962,,Jennifer,Edwards,M,F,70000,Partial College,Skilled Manual
12963,,Marcus,Anderson,M,M,70000,Partial College,Skilled Manual
12964,,Xavier,Russell,M,M,70000,Partial College,Skilled Manual
12965,,Cody,Bell,M,M,40000,High School,Skilled Manual
12966,,Dennis,Zhu,M,M,40000,High School,Skilled Manual
12967,,Fernando,Rodriguez,M,M,40000,High School,Skilled Manual
12968,,Paige,Butler,M,F,60000,Partial College,Skilled Manual
12969,,Richard,Rodriguez,M,M,40000,High School,Skilled Manual
12970,,Angela,Powell,S,F,40000,High School,Skilled Manual
12971,,Carl,Nara,M,M,40000,Bachelors,Professional
12972,,Carolyn,Suri,S,F,70000,Partial College,Skilled Manual
12973,,Adrian,Howard,S,M,70000,Partial College,Skilled Manual
12974,,Marc,Gill,S,M,60000,Graduate Degree,Professional
12975,,Marcus,Wilson,S,M,60000,Graduate Degree,Professional
12976,,Hunter,Thompson,S,M,60000,Graduate Degree,Professional
12977,,Destiny,Johnson,S,F,60000,Graduate Degree,Professional
12978,,Danielle,James,M,F,20000,High School,Skilled Manual
12979,,Christina,Ward,M,F,60000,Partial College,Skilled Manual
12980,,Max,Moyer,M,M,80000,Graduate Degree,Professional
12981,,Joe,Sanz,S,M,80000,Graduate Degree,Professional
12982,,Brittany,Patterson,M,F,80000,Partial College,Skilled Manual
12983,,Gabriella,Carter,M,F,60000,Bachelors,Professional
12984,,Adam,Young,M,M,60000,Bachelors,Professional
12985,,Hailey,Roberts,M,F,70000,Graduate Degree,Professional
12986,,Rachel,Garcia,M,F,80000,Graduate Degree,Professional
12987,,Felicia,Moreno,M,F,90000,Graduate Degree,Management
12988,,Barbara,Goel,S,F,90000,Graduate Degree,Management
12989,,Carly,Goel,M,F,100000,Graduate Degree,Management
12990,,Leslie,Hernandez,S,F,100000,Graduate Degree,Management
12991,,Jésus,Serrano,M,M,60000,Bachelors,Professional
12992,,Ernest,Zeng,M,M,60000,Bachelors,Professional
12993,,Xavier,Henderson,M,M,60000,Bachelors,Professional
12994,,Anna,Martinez,S,F,80000,Graduate Degree,Management
12995,,Grant,Nara,M,M,80000,Graduate Degree,Management
12996,,Jaclyn,Liu,M,F,90000,Bachelors,Professional
12997,,Nina,Xie,M,F,60000,Bachelors,Professional
12998,,Mayra,Mehta,S,F,60000,Bachelors,Professional
12999,,Nichole,Shen,S,F,70000,Bachelors,Professional
13000,,Rafael,Raje,M,M,110000,Graduate Degree,Management
13001,,Clarence,Zhang,S,M,130000,Graduate Degree,Management
13002,,Roger,Cai,M,M,80000,Graduate Degree,Management
13003,,Jill,Hernandez,M,F,80000,Graduate Degree,Management
13004,,Randy,Chen,M,M,80000,Graduate Degree,Management
13005,,Desiree,Alvarez,M,F,80000,Graduate Degree,Management
13006,,Whitney,Rana,S,F,90000,Bachelors,Professional
13007,,Brooke,Ward,S,F,60000,Bachelors,Professional
13008,,Alberto,Muñoz,M,M,60000,Bachelors,Professional
13009,,Mindy,She,M,F,60000,Bachelors,Professional
13010,,Erica,Ye,M,F,60000,Bachelors,Professional
13011,,Anne,Ortega,S,F,70000,Bachelors,Professional
13012,,Krystal,Hu,S,F,70000,Bachelors,Professional
13013,,Vincent,Ye,M,M,60000,Bachelors,Professional
13014,,James,Clark,M,M,100000,Bachelors,Management
13015,,Rebecca,Parker,S,F,100000,Bachelors,Management
13016,,Antonio,Bryant,M,M,110000,Graduate Degree,Management
13017,,Xavier,Alexander,M,M,30000,Partial College,Skilled Manual
13018,,Brendan,Xie,M,M,10000,High School,Skilled Manual
13019,,Destiny,Murphy,S,F,60000,Partial College,Skilled Manual
13020,,Madalena,Sanchez,M,M,10000,Partial High School,Clerical
13021,,Kendra,Diaz,S,F,30000,Partial College,Clerical
13022,,Rafael,Ma,M,M,10000,Partial High School,Clerical
13023,,Dominique,Raman,S,F,20000,High School,Skilled Manual
13024,,Marc,Moreno,M,M,30000,Partial College,Clerical
13025,,Reginald,Serrano,M,M,30000,Partial College,Clerical
13026,,Colleen,Zheng,S,F,10000,Partial High School,Clerical
13027,,Jeremy,Patterson,S,M,40000,Partial High School,Clerical
13028,,Dalton,Thompson,S,M,30000,Partial College,Skilled Manual
13029,,Jennifer,Foster,S,F,30000,Partial College,Skilled Manual
13030,,Sophia,Lopez,S,F,60000,Partial College,Skilled Manual
13031,,Hunter,Shan,S,M,60000,Partial College,Skilled Manual
13032,,Kevin,Baker,M,M,70000,Partial College,Skilled Manual
13033,,Xavier,Gonzalez,S,M,60000,Partial College,Skilled Manual
13034,,Kelsey,Yuan,S,F,20000,Partial High School,Clerical
13035,,Kristy,Torres,M,F,30000,Partial College,Clerical
13036,,Virginia,Subram,S,F,30000,Partial College,Clerical
13037,,Terrence,Pal,M,M,30000,High School,Skilled Manual
13038,,Wilson,Pais,M,M,40000,Bachelors,Management
13039,,Trisha,Ma,S,F,20000,Partial College,Skilled Manual
13040,,Roy,Gonzalez,M,M,30000,High School,Skilled Manual
13041,,Cameron,Brown,M,M,30000,High School,Skilled Manual
13042,,Alison,Pal,M,F,30000,High School,Skilled Manual
13043,,Brenda,Madan,M,F,30000,High School,Skilled Manual
13044,,Katrina,Jai,M,F,30000,High School,Skilled Manual
13045,,Anne,Gomez,M,F,30000,High School,Skilled Manual
13046,,Jonathan,Rodriguez,M,M,30000,High School,Skilled Manual
13047,,Rodney,Vazquez,M,M,40000,Partial College,Clerical
13048,,Alexis,Hayes,M,F,40000,Partial College,Skilled Manual
13049,,Autumn,Wang,M,F,40000,Partial College,Skilled Manual
13050,,Dennis,Zeng,M,M,40000,Partial College,Skilled Manual
